episode,instance_id,epsilon,total_reward,td_diff_mean,td_diff_max,td_diff_min,network_diff,lost_opportunities,final_profit,n_penalties,n_bonuses,remaining_capacity
845,7,0.89989375,6.621819449285466,0.046315294,0.1850636,0.0026416779,0.040515166,21,18998.0,1,1,50.0
846,285,0.899775,4.457587022642785,0.050861195,0.18553352,0.00029873848,0.04427513,23,13190.0,2,2,59.0
847,490,0.89965625,3.8523476523476528,0.060138006,0.26439628,0.00074744225,0.04319452,19,10968.0,4,6,29.0
848,464,0.8995375,5.351282051282051,0.052737553,0.2066173,0.0007288456,0.044207375,17,15945.0,5,4,51.0
849,306,0.89941875,7.473177169251072,0.056172073,0.16880438,4.1007996e-05,0.046065014,17,22045.0,1,3,58.0
850,128,0.8993,6.1683587140439915,0.0607646,0.26421136,0.0001616478,0.045844223,19,17932.0,2,3,13.0
851,326,0.89918125,5.286929796182466,0.06390285,0.27010822,0.00024318695,0.04428773,16,16651.0,5,4,36.0
852,736,0.8990625,6.939223697650663,0.057874005,0.38243094,0.00011110306,0.042710006,16,18912.0,1,6,3.0
853,408,0.89894375,6.940501319261215,0.06439819,0.30954945,0.00028061867,0.044842567,17,21650.0,3,1,58.0
854,566,0.898825,4.093846660085555,0.057433646,0.2729807,0.00037026405,0.043492477,25,13049.0,2,0,29.0
855,251,0.89870625,4.469260082565894,0.057296515,0.30120522,0.0008661747,0.045661062,21,13129.0,2,5,5.0
856,308,0.8985875,3.4574846427416746,0.05935867,0.23897374,0.00032949448,0.0452043,26,10694.0,2,2,32.0
857,998,0.89846875,5.262750161394448,0.05705108,0.26644683,0.0014867783,0.042088043,25,16304.0,0,0,114.0
858,524,0.89835,5.907930924208506,0.057145447,0.26866245,0.0019409657,0.044851292,19,17536.0,1,4,7.0
859,60,0.89823125,8.004054472299595,0.053832155,0.22848344,0.0009365082,0.047867168,16,25538.0,1,2,30.0
860,113,0.8981125,6.036038514442916,0.06154089,0.30919135,0.00022780895,0.045440976,19,17262.0,2,3,64.0
861,982,0.89799375,4.976795233615554,0.053474426,0.21742558,0.00078344345,0.044678044,26,15871.0,0,0,248.0
862,986,0.897875,4.173782521681121,0.054607242,0.20426252,2.861023e-06,0.042374447,17,12513.0,6,6,3.0
863,257,0.89775625,5.990640394088668,0.063938595,0.34321177,0.0010616779,0.044282865,19,17328.0,1,4,17.0
864,986,0.8976375,4.945163442294863,0.06213661,0.21018922,0.0022218227,0.042687144,11,14226.0,7,9,16.0
865,275,0.89751875,5.01681537405628,0.05231313,0.2540123,0.000118136406,0.043646976,27,14619.0,0,0,205.0
866,171,0.8974,5.878382680674944,0.0511077,0.25071907,0.0010185242,0.04329294,18,18464.0,3,3,13.0
867,154,0.89728125,4.96425279789335,0.050385132,0.21161485,0.0012581348,0.043210004,16,14170.0,4,7,17.0
868,450,0.8971625,5.90151759767517,0.061329167,0.30566013,0.0033619404,0.042553917,20,18277.0,2,2,5.0
869,466,0.89704375,5.855785837651122,0.049837742,0.29712546,0.00021362305,0.044719543,18,16084.0,2,5,2.0
870,135,0.896925,3.738101186758276,0.053039145,0.2511418,7.104874e-05,0.04462572,22,11329.0,3,5,29.0
871,781,0.89680625,3.6355592654424034,0.05480938,0.20186722,0.0001757145,0.04282737,21,10589.0,4,5,1.0
872,949,0.8966875,8.828119800332779,0.06551624,0.23261154,0.0025174618,0.043987337,18,26228.0,0,1,53.0
873,170,0.89656875,4.5514705882352935,0.057240706,0.21858644,4.9829483e-05,0.043293614,21,14237.0,3,3,20.0
874,145,0.89645,5.011528326745718,0.067406334,1.1020467,0.0005674362,0.045179497,14,15215.0,6,6,11.0
875,766,0.89633125,6.850886339937436,0.06452705,0.23903915,0.00069737434,0.044188708,22,19710.0,0,0,93.0
876,671,0.8962125,4.647587131367294,0.043445468,0.19431806,0.0012347698,0.041965663,20,15062.0,5,1,32.0
877,57,0.89609375,6.660892738174551,0.050673548,0.25658536,0.0001707077,0.043418113,20,19996.0,1,1,30.0
878,936,0.895975,5.171598414795244,0.04941574,0.16027093,6.2942505e-05,0.04322667,14,15054.0,5,7,4.0
879,50,0.89585625,6.564850672792909,0.0578208,0.2557869,0.00018310547,0.042242423,20,19089.0,0,3,8.0
880,420,0.8957375,4.632367149758451,0.05439171,0.16259313,0.00014925003,0.04122423,19,11589.0,1,10,12.0
881,773,0.89561875,4.211727010573535,0.057795566,0.26849768,0.00082731247,0.0417932,25,13769.0,2,0,44.0
882,285,0.8955,4.799256505576209,0.052105337,0.33392426,0.00058197975,0.041717734,20,14201.0,3,3,1.0
883,735,0.89538125,5.226361928616155,0.04757229,0.24798268,0.0011031628,0.040965557,11,16693.0,7,7,31.0
884,503,0.8952625,5.284466645182082,0.05102088,0.20290506,0.0010211468,0.041679103,22,16708.0,2,1,52.0
885,531,0.89514375,5.036807817589575,0.056260128,0.17840576,0.0004761219,0.043041643,20,14542.0,2,5,2.0
886,791,0.895025,3.6428896843475433,0.055762928,0.21718645,0.0014698505,0.044243064,24,10580.0,2,4,25.0
887,474,0.89490625,4.232990375041487,0.05705878,0.20211196,0.0004351139,0.04472561,22,12754.0,3,3,52.0
888,842,0.8947875000000001,4.233983024206223,0.056320906,0.25586653,0.00024223328,0.044220556,21,12514.0,2,5,6.0
889,211,0.89466875,7.14210178453404,0.05913119,0.29221588,0.0008826256,0.042599708,22,21612.0,0,0,112.0
890,924,0.89455,5.894889548302009,0.051665943,0.21939552,0.0006431341,0.0415429,17,16666.0,2,6,16.0
891,462,0.89443125,5.115548281505726,0.05704896,0.34149852,0.0004529953,0.043099374,17,13795.0,2,8,44.0
892,510,0.8943125,5.30751329787234,0.056250673,0.30615985,3.671646e-05,0.040727194,25,15965.0,0,0,149.0
893,269,0.89419375,6.085365853658536,0.05426271,0.24464083,0.0010089874,0.04114745,24,17465.0,0,0,283.0
894,559,0.894075,3.1706207344816373,0.060926024,0.81498915,1.2397766e-05,0.043035105,31,9756.0,0,0,323.0
895,646,0.89395625,5.066149870801034,0.057861786,0.332998,0.001573801,0.042640615,19,16304.0,4,2,10.0
896,588,0.8938375000000001,4.777715786019035,0.06793163,0.23801756,0.00036144257,0.042635098,24,14253.0,1,2,10.0
897,435,0.89371875,4.862292864389582,0.053883325,0.1969533,0.0006435737,0.043063838,20,13195.0,2,6,45.0
898,157,0.8936,6.307343857240907,0.055572733,0.23056042,0.00049614906,0.043017376,18,18671.0,3,2,23.0
899,756,0.89348125,5.603459972862958,0.04933526,0.2986598,0.0013740063,0.04201359,25,16519.0,0,0,388.0
900,25,0.8933625000000001,5.43413477819167,0.052723218,0.2756219,0.0004339218,0.044028517,25,16047.0,0,0,183.0
901,724,0.89324375,6.122435688700748,0.052088916,0.19932294,0.0005300045,0.04256435,20,18802.0,2,2,9.0
902,89,0.893125,5.825573770491802,0.06235079,0.25149727,0.00012922287,0.045240756,18,16853.0,2,5,17.0
903,979,0.89300625,6.607730364873222,0.048769135,0.19947433,0.0013823509,0.04387897,19,21046.0,1,2,12.0
904,7,0.8928875000000001,5.846497037295224,0.058450583,0.33970523,2.026558e-05,0.04371356,16,15626.0,3,7,27.0
905,70,0.89276875,4.994458762886597,0.060420822,0.315333,0.00029182434,0.044185523,24,14882.0,0,2,69.0
906,249,0.8926499999999999,4.019307589880159,0.058968242,0.21615148,0.0002758503,0.04293542,29,12074.0,0,0,143.0
907,965,0.89253125,5.530293159609119,0.05835544,0.311103,0.0010612011,0.045379277,24,16671.0,0,1,77.0
908,393,0.8924125,5.097766267400454,0.04748063,0.18011281,0.0003604889,0.04145917,26,15747.0,0,0,289.0
909,617,0.89229375,5.779189560439561,0.05953613,0.24315166,0.00048685074,0.04262345,17,16829.0,4,4,38.0
910,687,0.892175,5.969805398618956,0.061818108,0.18548512,0.0012216568,0.042060006,21,18064.0,0,3,43.0
911,957,0.89205625,6.595465001643115,0.06408891,0.3433722,0.00045466423,0.040842917,22,20070.0,0,0,0.0
912,906,0.8919375,6.303273322422259,0.045346808,0.20269227,0.00023436546,0.042829487,20,18951.0,1,2,12.0
913,296,0.89181875,5.618533604887983,0.054916758,0.20474005,0.00041294098,0.042076543,23,15963.0,0,2,12.0
914,744,0.8917,5.587798579728857,0.045585323,0.3147583,0.00030589104,0.04353501,24,17311.0,0,0,124.0
915,766,0.89158125,6.103927702467849,0.053689074,0.18282121,0.00023055077,0.04264685,24,17561.0,0,0,237.0
916,580,0.8914625,4.307096774193548,0.05939889,0.22415662,0.0014262199,0.046013955,22,12732.0,2,4,34.0
917,338,0.89134375,4.8668358714043976,0.057814483,0.51179945,8.916855e-05,0.04468142,21,13495.0,2,5,18.0
918,486,0.891225,4.869592580324612,0.06771698,0.24467418,0.00018596649,0.04217161,15,15607.0,7,4,7.0
919,325,0.89110625,6.6977917981072554,0.0600266,0.20395446,0.0005660057,0.043387324,18,20598.0,1,3,3.0
920,73,0.8909875,4.939949270767278,0.052040488,0.24791598,0.00072419643,0.045158636,19,14319.0,2,6,15.0
921,84,0.89086875,7.693635748138118,0.05433418,0.24494457,0.00053429604,0.044217754,21,22727.0,0,0,47.0
922,439,0.89075,5.500556070435589,0.052370798,0.20322084,0.0010259151,0.044275608,21,18129.0,2,1,9.0
923,817,0.89063125,4.846261682242989,0.06414202,0.21599817,0.0021233559,0.04286781,24,13321.0,0,4,10.0
924,524,0.8905125,7.292516789254877,0.05957212,0.36836863,0.0010650158,0.04180972,20,22491.0,0,1,1.0
925,253,0.89039375,5.98576898532227,0.054487843,0.19654512,0.0002449751,0.04338417,15,16879.0,2,8,16.0
926,287,0.890275,6.227170054856407,0.06608655,0.30091286,0.0010900497,0.042309985,23,19298.0,0,0,23.0
927,409,0.89015625,5.017141069752892,0.057535242,0.27580875,0.0011129379,0.04432525,14,14761.0,4,8,17.0
928,238,0.8900375,3.5494488188976376,0.054275315,0.18579781,0.0011277199,0.043548096,27,10317.0,0,3,15.0
929,952,0.88991875,6.858905937291526,0.051745683,0.28521824,0.0010275841,0.041951034,22,20563.0,0,0,215.0
930,507,0.8898,8.870127326150833,0.051079523,0.21246481,0.00047397614,0.040907666,14,25944.0,0,4,4.0
931,128,0.88968125,3.627749576988156,0.060603734,0.23565781,0.001188755,0.043054696,30,10720.0,0,0,357.0
932,255,0.8895625,4.746049222797928,0.061338414,0.27093658,0.00096440315,0.04369836,24,14347.0,1,2,17.0
933,142,0.88944375,6.639500492934603,0.057278942,0.19554225,0.00042438507,0.04283077,23,20204.0,0,0,90.0
934,70,0.889325,4.744394329896907,0.05598179,0.33562237,0.0020310879,0.045835044,24,15037.0,2,1,65.0
935,127,0.88920625,9.248533163265304,0.05570389,0.28985494,0.00012373924,0.046232533,9,27749.0,2,6,2.0
936,313,0.8890875,3.8789403085177736,0.05885869,0.19817656,0.001830101,0.0439515,21,11567.0,4,4,9.0
937,729,0.88896875,6.905362776025238,0.05027108,0.19280803,0.00017666817,0.04317325,13,22524.0,5,3,22.0
938,611,0.88885,4.417973296816159,0.058936972,0.24749726,0.0008466244,0.045015946,23,13197.0,3,2,48.0
939,685,0.88873125,4.793250327653997,0.050223384,0.22503376,0.00038027763,0.048574533,26,14629.0,0,0,34.0
940,214,0.8886125,6.113131660364384,0.04747435,0.1985209,0.0007147789,0.043848712,15,15165.0,1,10,11.0
941,617,0.88849375,6.63907967032967,0.052586894,0.23087054,5.865097e-05,0.045524,21,19333.0,1,1,53.0
942,13,0.888375,5.409211398277004,0.0637117,0.20193852,0.0011591911,0.04460455,25,16325.0,0,0,134.0
943,53,0.88825625,4.507230559345157,0.060785104,0.24890995,0.00071549416,0.043940004,25,12922.0,1,2,16.0
944,675,0.8881375,6.4028125,0.050568085,0.17905664,0.0034315586,0.041536767,18,20489.0,2,2,14.0
945,496,0.88801875,7.476789656259855,0.06469918,0.28318477,0.00016021729,0.041107547,20,24026.0,1,0,7.0
946,767,0.8879,4.056479217603912,0.05269737,0.20237184,7.1287155e-05,0.03994927,16,11900.0,7,6,3.0
947,341,0.88778125,8.61238615664845,0.054480832,0.27354908,0.0015337467,0.041548908,8,27381.0,3,6,11.0
948,895,0.8876625,4.553507888553206,0.051410314,0.3150722,0.0003464222,0.042555183,25,13267.0,1,2,44.0
949,763,0.88754375,7.004141637685739,0.05389351,0.33225322,0.00040197372,0.041593436,8,19940.0,4,11,3.0
950,332,0.887425,5.246153846153848,0.06475092,0.3244635,0.0013651848,0.041204453,18,17181.0,6,1,15.0
951,654,0.88730625,5.129870129870129,0.056704592,0.2091732,0.00059735775,0.042110357,25,15800.0,0,0,89.0
952,664,0.8871875,6.85,0.049583137,0.21760643,0.00075149536,0.04252933,18,19413.0,2,3,25.0
953,380,0.88706875,5.732296492389147,0.063498,0.2961302,0.00029921532,0.04121845,22,17323.0,1,1,83.0
954,889,0.88695,6.416639209225702,0.058666956,0.2385571,0.00070381165,0.0394979,17,20385.0,4,1,8.0
955,350,0.88683125,2.713162393162393,0.053277906,0.23331842,0.0022530556,0.040402293,33,7936.0,0,0,780.0
956,163,0.8867125,5.463822525597271,0.057186577,0.35369515,0.000549227,0.040472247,14,16888.0,3,0,0.0
957,246,0.88659375,7.929096989966556,0.054992214,0.34084558,0.00032544136,0.04087274,14,24306.0,4,2,17.0
958,22,0.886475,5.7291325695581,0.05803753,0.207472,0.0016818047,0.040654153,24,17197.0,0,1,29.0
959,79,0.88635625,4.801801801801802,0.0624734,0.31461585,0.000729084,0.042368576,27,14391.0,0,0,145.0
960,473,0.8862375,5.622433584781896,0.0653123,0.28893065,0.00012755394,0.040099546,13,16533.0,0,2,0.0
961,782,0.8861187500000001,8.650595238095237,0.05488071,0.31636876,0.0011162758,0.04433799,8,24345.0,3,9,24.0
962,989,0.886,5.775555555555555,0.05774522,0.30254066,8.72612e-05,0.0423613,23,18193.0,0,0,200.0
963,707,0.88588125,6.8809746328437935,0.06007414,0.24390459,0.0001308918,0.04215358,21,20915.0,1,0,7.0
964,6,0.8857625,5.467608476286577,0.068218686,0.43671465,0.00015735626,0.04036179,17,15066.0,3,7,12.0
965,795,0.8856437500000001,7.224777675559645,0.058825154,0.28373218,0.0018868446,0.042342942,19,23560.0,1,1,17.0
966,631,0.885525,8.311362080766598,0.049656477,0.34245276,0.00010108948,0.04229888,18,24578.0,1,0,45.0
967,532,0.88540625,6.744857496902105,0.048155945,0.24456167,0.0014903545,0.042691678,17,20804.0,1,4,29.0
968,904,0.8852875,4.8019354838709685,0.051868767,0.21823287,0.0024877787,0.042184833,16,14886.0,2,2,0.0
969,687,0.8851687500000001,4.458129315756437,0.059549958,0.32558537,0.0004811287,0.04282683,16,15478.0,7,3,5.0
970,720,0.88505,4.043277848911652,0.058088403,0.24151921,0.00048589706,0.04235625,20,11694.0,3,6,9.0
971,676,0.88493125,6.91004720161834,0.050840322,0.25706142,0.0011546612,0.043220416,16,19902.0,2,4,25.0
972,537,0.8848125,5.380585569884976,0.057935316,0.28222048,0.00097322464,0.04645144,21,15150.0,2,3,19.0
973,876,0.8846937500000001,6.664301552106428,0.050552208,0.19238353,0.0010623932,0.044587284,7,19145.0,5,11,18.0
974,21,0.884575,6.049479166666667,0.054575693,0.22097242,0.0004544258,0.04556486,23,18584.0,0,0,34.0
975,930,0.88445625,5.951962323390896,0.05857405,0.21681309,9.9658966e-05,0.043981154,23,18957.0,0,0,64.0
976,90,0.8843375,4.179334500875656,0.055044454,0.32421684,0.0015888214,0.044936914,28,11932.0,0,0,256.0
977,167,0.88421875,3.8396610169491545,0.054561853,0.14897728,0.00012803078,0.04342395,15,12802.0,9,4,39.0
978,899,0.8841,7.588654781199351,0.05951746,0.2598496,0.0015673637,0.041476805,9,24028.0,2,0,0.0
979,151,0.8839812499999999,5.957390146471372,0.048878897,0.26372033,0.00025773048,0.043634135,22,17896.0,1,1,68.0
980,835,0.8838625,3.1461441611583254,0.043223534,0.1677258,0.0013985634,0.042855706,27,10313.0,2,1,33.0
981,221,0.88374375,5.549185667752442,0.047535937,0.21287742,0.0017390251,0.04104955,21,16115.0,1,4,17.0
982,299,0.883625,4.558669354838709,0.04353563,0.17580527,0.00040650368,0.0437002,19,13269.0,4,5,19.0
983,328,0.88350625,5.2846416382252555,0.045377314,0.19385672,0.00060248375,0.047573254,17,15191.0,4,5,19.0
984,976,0.8833875,5.465349849347171,0.056092378,0.22536254,0.0012655258,0.044973616,25,16325.0,0,0,110.0
985,928,0.88326875,4.449752066115701,0.057144295,0.28767943,0.0013735294,0.044362757,17,13158.0,5,6,7.0
986,967,0.88315,6.9186528497409325,0.0552585,0.23920178,2.2411346e-05,0.044318687,19,19740.0,1,2,70.0
987,59,0.88303125,5.186333333333335,0.0571077,0.24085355,0.0009975433,0.042205673,26,15559.0,0,0,230.0
988,684,0.8829125,6.4192345760475105,0.048742075,0.17109525,4.1007996e-05,0.042896267,17,20366.0,4,1,23.0
989,561,0.88279375,4.5971342885704765,0.048909426,0.22672689,2.360344e-05,0.042324692,27,13796.0,0,0,278.0
990,885,0.882675,4.497510786591437,0.05016585,0.20067656,0.0005276203,0.043584246,28,13551.0,0,0,454.0
991,904,0.88255625,4.968387096774194,0.046213478,0.20915726,0.0011086464,0.044086803,17,15712.0,5,4,27.0
992,507,0.8824375,5.99020568070519,0.060638517,0.3217651,8.821487e-06,0.04367821,23,18348.0,0,0,74.0
993,886,0.88231875,4.336704834605598,0.06996583,0.3465519,0.000895977,0.04274222,13,12377.0,6,10,7.0
994,666,0.8822,7.129159519725557,0.047784027,0.34528708,1.4543533e-05,0.044141535,15,21073.0,4,3,44.0
995,441,0.88208125,5.816595324333224,0.053169508,0.26214266,0.0008427501,0.04359767,24,17665.0,0,0,16.0
996,849,0.8819625,5.828818998716303,0.06181477,0.34409064,0.001019001,0.04364675,19,17851.0,2,3,25.0
997,858,0.88184375,6.730494927758992,0.057837605,0.25727725,0.00028181076,0.041369904,13,21569.0,4,5,29.0
998,651,0.881725,4.367617107942975,0.06330723,0.29031408,0.0010614395,0.043127198,28,12867.0,0,0,109.0
999,194,0.88160625,5.206776859504131,0.049188484,0.19069362,0.0002758503,0.043256354,19,15448.0,3,4,32.0
1000,132,0.8814875,5.132248219735504,0.05916989,0.2996675,0.00091552734,0.043737844,26,15135.0,0,0,146.0
1001,865,0.88136875,6.40364495443807,0.045110125,0.24761379,0.00012540817,0.04315276,13,18974.0,5,5,12.0
1002,866,0.88125,6.183742847526086,0.059579182,0.20899284,0.00014638901,0.04108946,22,18669.0,1,0,17.0
1003,523,0.88113125,5.475793261367352,0.053867776,0.19370651,1.4305115e-06,0.044451755,21,15211.0,0,5,19.0
1004,922,0.8810125,4.073840328179236,0.054923277,0.1956662,0.00042438507,0.045897823,28,12910.0,0,0,228.0
1005,170,0.88089375,3.4010869565217394,0.054763258,0.41441548,0.00016832352,0.04360038,15,10013.0,7,9,2.0
1006,222,0.880775,2.217601547388781,0.052799832,0.18930864,0.00036239624,0.0433293,34,6879.0,0,0,554.0
1007,101,0.88065625,6.818478615736206,0.057099193,0.3050185,0.00025868416,0.042262364,22,20885.0,0,0,4.0
1008,136,0.8805375,7.586550836550837,0.056068834,0.28265977,0.00025177002,0.044875726,16,23579.0,2,2,16.0
1009,16,0.88041875,5.862784471218207,0.050292406,0.25204098,0.00013899803,0.0448517,22,17518.0,1,1,2.0
1010,712,0.8803,5.115187770023263,0.066959195,0.26153266,0.00054478645,0.047407806,17,14188.0,3,7,46.0
1011,47,0.88018125,6.917074763303952,0.06312994,0.3039837,2.336502e-05,0.04292643,20,21187.0,1,1,14.0
1012,994,0.8800625,7.4846311475409815,0.055744376,0.20429564,0.0011739731,0.042158615,13,20451.0,2,7,11.0
1013,836,0.87994375,5.537681159420289,0.057207644,0.36308163,0.0006300211,0.04242708,14,16884.0,5,6,24.0
1014,276,0.879825,5.917681922950281,0.049994286,0.19672847,0.000787735,0.04328415,24,17972.0,0,0,106.0
1015,333,0.87970625,3.3166873449131513,0.050697837,0.18546113,0.00025820732,0.042446207,24,10693.0,3,3,18.0
1016,372,0.8795875,6.114754098360656,0.05674835,0.2555427,0.0003912449,0.041985113,24,18650.0,0,0,177.0
1017,829,0.87946875,4.018452380952381,0.060696546,0.24037611,1.8835068e-05,0.042361204,17,11547.0,5,7,12.0
1018,171,0.87935,4.896275071633236,0.047978897,0.21769214,0.0002040863,0.044375334,22,14751.0,1,3,31.0
1019,188,0.87923125,6.763882618510159,0.057433397,0.2352922,0.0008223057,0.041031446,19,21595.0,2,0,3.0
1020,183,0.8791125,6.672075726842459,0.05259205,0.17287874,0.001922369,0.041688707,19,18257.0,0,5,14.0
1021,411,0.87899375,4.421035702798327,0.05598781,0.18335056,0.0031080246,0.04201973,27,13745.0,0,0,129.0
1022,258,0.878875,8.520988490182804,0.05753101,0.23646808,0.0016822815,0.045168575,13,25171.0,3,3,3.0
1023,704,0.87875625,4.191069574247145,0.06311216,0.412564,0.00019097328,0.045410987,22,12108.0,3,3,21.0
1024,628,0.8786375,5.673771602846492,0.06526151,0.28917086,0.00056004524,0.04893553,20,15858.0,1,4,34.0
1025,809,0.87851875,6.883653846153846,0.056468535,0.20103884,0.0008313656,0.048541706,19,21165.0,1,2,49.0
1026,960,0.8784,5.8179227359088035,0.0505071,0.20286286,0.0004990101,0.045694664,24,18373.0,0,0,120.0
1027,410,0.87828125,4.307912732009119,0.05169277,0.19228911,0.0010428429,0.04426833,15,14458.0,8,4,3.0
1028,698,0.8781625,6.0356583872065315,0.0527897,0.2932567,0.00014925003,0.041983258,15,17151.0,4,6,18.0
1029,704,0.87804375,5.822810661128415,0.04716597,0.18620872,0.0017445087,0.04234839,11,14222.0,3,12,6.0
1030,114,0.8779250000000001,6.470666224726551,0.04109237,0.25373197,8.3208084e-05,0.04346195,23,19522.0,0,0,130.0
1031,831,0.87780625,4.213509060955519,0.062450845,0.24511385,0.0026290417,0.04252681,14,13395.0,8,6,1.0
1032,382,0.8776875,6.475016655562958,0.05559765,0.25861394,9.727478e-05,0.041979868,23,19438.0,0,0,3.0
1033,703,0.87756875,3.944548872180451,0.060740072,0.21326494,0.00036549568,0.04417591,26,12591.0,1,1,39.0
1034,750,0.8774500000000001,4.995513952666904,0.04849976,0.20394915,2.7656555e-05,0.04360956,18,16124.0,7,0,33.0
1035,683,0.87733125,3.5747114375655826,0.05616532,0.23691201,0.001087904,0.042249218,21,10506.0,5,4,44.0
1036,425,0.8772125,3.615360983102918,0.058668066,0.27939403,0.0005290508,0.042764936,29,11768.0,0,0,317.0
1037,33,0.87709375,3.989322250639386,0.051589508,0.21411705,0.0012407303,0.043630857,23,11853.0,2,4,51.0
1038,214,0.8769750000000001,4.8266758336198,0.053154033,0.20041609,2.4557114e-05,0.043306727,9,13459.0,0,2,0.0
1039,894,0.87685625,5.819369973190348,0.05694102,0.2771151,0.0002989769,0.042815987,20,17365.0,2,2,26.0
1040,15,0.8767375000000001,4.910720324653365,0.055832505,0.1898793,0.00010037422,0.04244694,22,14521.0,2,2,49.0
1041,105,0.87661875,6.972495088408644,0.05605338,0.22733366,0.00045585632,0.041198708,18,21294.0,2,2,47.0
1042,314,0.8765000000000001,5.409166945466711,0.061847627,0.2340262,0.0011281967,0.04001562,25,16168.0,0,0,167.0
1043,668,0.87638125,5.184128065395098,0.056788553,0.27813283,0.0005784035,0.04137062,19,16395.0,5,1,20.0
1044,39,0.8762624999999999,4.944010416666666,0.05849819,0.31590176,0.00058221817,0.042468455,20,15188.0,3,3,4.0
1045,198,0.87614375,4.3921145799806895,0.05443259,0.18738693,0.0006480217,0.04190417,24,13957.0,2,1,52.0
1046,92,0.876025,5.8192526915769465,0.056055024,0.22573566,6.7949295e-05,0.04327786,20,18693.0,2,1,10.0
1047,502,0.87590625,5.4964737192282085,0.05658302,0.22019935,0.0010457039,0.043248814,18,15320.0,2,6,12.0
1048,289,0.8757875,6.481158517595765,0.058124512,0.19298244,0.00039196014,0.04351728,22,20811.0,0,0,79.0
1049,172,0.87566875,9.152125878808166,0.04769327,0.27830696,0.0025281906,0.044280235,10,26740.0,3,5,23.0
1050,792,0.87555,5.00676982591876,0.050079893,0.17084777,0.0033171177,0.044084966,20,13980.0,1,6,25.0
1051,995,0.87543125,4.977104377104376,0.061395925,0.25677085,0.0002245903,0.042854514,26,14782.0,0,0,214.0
1052,577,0.8753124999999999,3.6585718682671593,0.060737263,0.19045818,0.0006248951,0.04260254,21,10912.0,3,6,20.0
1053,9,0.87519375,6.050286441756842,0.061679047,0.28437066,0.00068616867,0.043457594,17,19010.0,3,3,60.0
1054,928,0.875075,4.383801652892561,0.054578442,0.2970126,0.0006210804,0.043412212,17,11446.0,3,9,18.0
1055,857,0.87495625,4.595627732667083,0.0523506,0.21926856,0.00072813034,0.043054625,12,14395.0,7,8,13.0
1056,820,0.8748375,6.152870580603308,0.05399272,0.2537408,0.00070619583,0.041976396,23,18661.0,0,1,10.0
1057,797,0.87471875,5.936130306021717,0.056467164,0.21592712,0.0019521713,0.04109855,19,17736.0,2,3,38.0
1058,823,0.8746,4.470860927152318,0.053447068,0.23785305,0.0005145073,0.043164387,26,13860.0,0,1,49.0
1059,310,0.87448125,5.583386378103119,0.049895573,0.31877995,0.00040829182,0.043800343,24,17543.0,0,0,321.0
1060,469,0.8743625,6.113273771537972,0.047766745,0.22103453,0.00040721893,0.039694745,23,19159.0,0,0,168.0
1061,237,0.87424375,4.348891873740765,0.055471297,0.28757378,0.0017542839,0.04186907,28,12951.0,0,0,408.0
1062,886,0.874125,3.8923664122137396,0.05406292,0.18394017,0.00038146973,0.04172349,23,12552.0,3,2,17.0
1063,891,0.87400625,5.449323208979862,0.048500925,0.30996037,0.00055360794,0.04220515,23,16506.0,1,1,66.0
1064,641,0.8738875,4.921177266576454,0.045053363,0.21478233,0.00018835068,0.042729992,27,14547.0,0,0,144.0
1065,904,0.87376875,5.516451612903226,0.057789043,0.2725053,0.0009121895,0.042405117,16,16171.0,3,6,8.0
1066,141,0.87365,5.4866498740554155,0.061117306,0.23049843,0.0002477169,0.04171664,18,17108.0,3,4,27.0
1067,203,0.87353125,4.334765624999999,0.05342822,0.19616485,2.5749207e-05,0.041532837,24,12702.0,1,3,19.0
1068,322,0.8734125,6.034824589636304,0.053876992,0.2067169,0.00089764595,0.043744072,14,16886.0,2,8,14.0
1069,699,0.87329375,4.791362126245845,0.05906968,0.21107715,0.0013608932,0.041191686,19,13519.0,3,6,26.0
1070,284,0.873175,5.244157608695652,0.055215117,0.23248711,0.00037384033,0.04147314,14,14850.0,5,7,24.0
1071,612,0.87305625,4.168641750227894,0.055588633,0.21196842,0.00093102455,0.044484545,27,13719.0,0,0,245.0
1072,920,0.8729375,5.7117841774246925,0.050389826,0.17730594,0.00015282631,0.042758103,20,16349.0,1,4,44.0
1073,217,0.87281875,6.521108179419525,0.06097799,0.29828882,0.0007929802,0.04182409,20,19772.0,1,1,17.0
1074,842,0.8727,4.404904118201824,0.05351085,0.23558664,0.00091195107,0.043001354,23,14012.0,2,2,5.0
1075,641,0.87258125,4.9476319350473625,0.06328928,0.26808596,0.000106334686,0.045184646,15,15512.0,7,4,10.0
1076,669,0.8724625,4.344591029023746,0.054493885,0.2927003,0.00016593933,0.043730993,21,13476.0,4,3,15.0
1077,220,0.87234375,6.278920741989879,0.05349225,0.22428238,4.8160553e-05,0.040988956,18,16245.0,0,8,7.0
1078,209,0.872225,5.32124183006536,0.05533278,0.3688226,0.00039052963,0.043112114,21,16283.0,2,2,31.0
1079,370,0.87210625,6.263484798953907,0.05242324,0.2023654,0.0003014803,0.044546526,21,19160.0,1,1,57.0
1080,469,0.8719875,6.540140395660497,0.053787798,0.27660632,0.0011239052,0.044758346,18,19870.0,1,3,24.0
1081,859,0.87186875,5.180662428905989,0.07416602,1.4573572,0.00031995773,0.043202367,26,15485.0,0,0,70.0
