episode,step,instance_id,action,reward,lost_opportunities,penalties,bonuses,remaining_capacity
200,1,416,0,0.0,2,0,0,1181.0
200,2,416,1,0.017840076457470534,2,0,0,1172.0
200,3,416,0,0.0,3,0,0,1172.0
200,4,416,1,0.04683020070086014,3,0,0,1145.0
200,5,416,0,0.0,4,0,0,1145.0
200,6,416,1,0.04906021025804396,4,0,0,1132.0
200,7,416,0,0.0,5,0,0,1132.0
200,8,416,0,0.0,6,0,0,1132.0
200,9,416,0,0.0,7,0,0,1132.0
200,10,416,0,0.0,8,0,0,1132.0
200,11,416,1,0.05861739407454603,8,0,0,1093.0
200,12,416,0,0.0,9,0,0,1093.0
200,13,416,1,0.11659764256132527,9,0,0,1047.0
200,14,416,0,0.0,10,0,0,1047.0
200,15,416,1,0.09047467346288628,10,0,0,988.0
200,16,416,1,0.1079961771264734,10,0,0,934.0
200,17,416,1,0.12647339917171074,10,0,0,867.0
200,18,416,0,0.0,11,0,0,867.0
200,19,416,1,0.14240203886588085,11,0,0,804.0
200,20,416,1,0.16502070723160242,11,0,0,728.0
200,21,416,0,0.0,12,0,0,728.0
200,22,416,0,0.0,13,0,0,728.0
200,23,416,0,0.0,14,0,0,728.0
200,24,416,1,0.22204523733673145,14,0,0,636.0
200,25,416,1,0.22204523733673145,14,0,0,570.0
200,26,416,0,0.0,15,0,0,570.0
200,27,416,0,0.0,16,0,0,570.0
200,28,416,0,0.0,17,0,0,570.0
200,29,416,0,0.0,18,0,0,570.0
200,30,416,1,0.2848040777317617,18,0,0,472.0
200,31,416,1,0.23701815864925135,18,0,0,428.0
200,32,416,1,0.25899968142720614,18,0,0,342.0
200,33,416,1,0.26696400127429115,18,0,0,252.0
200,34,416,1,0.2328767123287671,18,0,0,232.0
200,35,416,1,0.2529467983434215,18,0,0,164.0
200,36,416,1,0.30391844536476587,18,0,0,117.0
200,37,416,1,0.32112137623446957,18,0,0,56.0
200,38,416,0,0.1,18,0,1,56.0
200,39,416,0,0.1,18,0,2,56.0
200,40,416,0,0.0,19,0,2,56.0
200,41,416,0,0.0,20,0,2,56.0
200,42,416,1,0.3405543166613571,20,0,2,24.0
200,43,416,0,0.1,20,0,3,24.0
200,44,416,1,-0.1,20,1,3,24.0
200,45,416,0,0.1,20,1,4,24.0
200,46,416,0,0.1,20,1,5,24.0
200,47,416,1,-0.1,20,2,5,24.0
200,48,416,0,0.1,20,2,6,24.0
200,49,416,1,-0.1,20,3,6,24.0
225,0,325,1,0.012618296529968454,0,0,0,1064.0
225,1,325,0,0.0,1,0,0,1064.0
225,2,325,0,0.0,2,0,0,1064.0
225,3,325,1,0.026813880126182965,2,0,0,1056.0
225,4,325,1,0.024921135646687697,2,0,0,1050.0
225,5,325,1,0.07129337539432176,2,0,0,1041.0
225,6,325,1,0.12870662460567822,2,0,0,1020.0
225,7,325,1,0.09274447949526814,2,0,0,1012.0
225,8,325,1,0.11324921135646687,2,0,0,991.0
225,9,325,1,0.116403785488959,2,0,0,975.0
225,10,325,1,0.1586750788643533,2,0,0,941.0
225,11,325,1,0.1864353312302839,2,0,0,907.0
225,12,325,0,0.0,3,0,0,907.0
225,13,325,1,0.18990536277602524,3,0,0,873.0
225,14,325,0,0.0,4,0,0,873.0
225,15,325,0,0.0,5,0,0,873.0
225,16,325,1,0.15205047318611986,5,0,0,848.0
225,17,325,1,0.20662460567823343,5,0,0,828.0
225,18,325,0,0.0,6,0,0,828.0
225,19,325,0,0.0,7,0,0,828.0
225,20,325,1,0.18801261829652996,7,0,0,810.0
225,21,325,1,0.283596214511041,7,0,0,758.0
225,22,325,0,0.0,8,0,0,758.0
225,23,325,1,0.23564668769716088,8,0,0,695.0
225,24,325,1,0.2637223974763407,8,0,0,661.0
225,25,325,1,0.3100946372239748,8,0,0,592.0
225,26,325,1,0.36182965299684544,8,0,0,516.0
225,27,325,0,0.0,9,0,0,516.0
225,28,325,0,0.0,10,0,0,516.0
225,29,325,0,0.0,11,0,0,516.0
225,30,325,1,0.2842271293375394,11,0,0,503.0
225,31,325,0,0.0,12,0,0,503.0
225,32,325,0,0.0,13,0,0,503.0
225,33,325,1,0.35772870662460565,13,0,0,413.0
225,34,325,1,0.4255520504731861,13,0,0,334.0
225,35,325,0,0.0,14,0,0,334.0
225,36,325,1,0.41798107255520506,14,0,0,244.0
225,37,325,1,0.3504731861198738,14,0,0,225.0
225,38,325,1,0.4135646687697161,14,0,0,149.0
225,39,325,1,0.37381703470031546,14,0,0,79.0
225,40,325,1,-0.1,14,1,0,79.0
225,41,325,1,0.3807570977917981,14,1,0,22.0
225,42,325,1,-0.1,14,2,0,22.0
225,43,325,1,-0.1,14,3,0,22.0
225,44,325,1,-0.1,14,4,0,22.0
225,45,325,1,-0.1,14,5,0,22.0
225,46,325,0,0.0,15,5,0,22.0
225,47,325,0,0.1,15,5,1,22.0
225,48,325,0,0.1,15,5,2,22.0
225,49,325,0,0.1,15,5,3,22.0
250,0,627,0,0.0,1,0,0,1143.0
250,1,627,0,0.0,2,0,0,1143.0
250,2,627,0,0.0,3,0,0,1143.0
250,3,627,0,0.0,4,0,0,1143.0
250,4,627,0,0.0,5,0,0,1143.0
250,5,627,1,0.03116531165311653,5,0,0,1123.0
250,6,627,1,0.05420054200542006,5,0,0,1104.0
250,7,627,1,0.04369918699186992,5,0,0,1088.0
250,8,627,1,0.09552845528455285,5,0,0,1076.0
250,9,627,1,0.037601626016260166,5,0,0,1073.0
250,10,627,1,0.09112466124661246,5,0,0,1061.0
250,11,627,1,0.13008130081300814,5,0,0,1039.0
250,12,627,0,0.0,6,0,0,1039.0
250,13,627,1,0.16056910569105692,6,0,0,1004.0
250,14,627,1,0.15413279132791327,6,0,0,982.0
250,15,627,1,0.1663279132791328,6,0,0,955.0
250,16,627,0,0.0,7,0,0,955.0
250,17,627,0,0.0,8,0,0,955.0
250,18,627,1,0.1842818428184282,8,0,0,922.0
250,19,627,1,0.17208672086720866,8,0,0,872.0
250,20,627,1,0.25846883468834686,8,0,0,833.0
250,21,627,1,0.19037940379403795,8,0,0,773.0
250,22,627,0,0.0,9,0,0,773.0
250,23,627,1,0.241869918699187,9,0,0,717.0
250,24,627,0,0.0,10,0,0,717.0
250,25,627,1,0.2632113821138211,10,0,0,659.0
250,26,627,0,0.0,11,0,0,659.0
250,27,627,1,0.3326558265582656,11,0,0,637.0
250,28,627,0,0.0,12,0,0,637.0
250,29,627,0,0.0,13,0,0,637.0
250,30,627,0,0.0,14,0,0,637.0
250,31,627,1,0.2845528455284553,14,0,0,583.0
250,32,627,0,0.0,15,0,0,583.0
250,33,627,1,0.3638211382113821,15,0,0,551.0
250,34,627,0,0.0,16,0,0,551.0
250,35,627,1,0.29878048780487804,16,0,0,499.0
250,36,627,0,0.0,17,0,0,499.0
250,37,627,1,0.43326558265582654,17,0,0,478.0
250,38,627,1,0.3807588075880759,17,0,0,404.0
250,39,627,0,0.0,18,0,0,404.0
250,40,627,0,0.0,19,0,0,404.0
250,41,627,0,0.0,20,0,0,404.0
250,42,627,0,0.0,21,0,0,404.0
250,43,627,0,0.0,22,0,0,404.0
250,44,627,0,0.0,23,0,0,404.0
250,45,627,1,0.40447154471544716,23,0,0,311.0
250,46,627,0,0.0,24,0,0,311.0
250,47,627,0,0.0,25,0,0,311.0
250,48,627,0,0.0,26,0,0,311.0
250,49,627,1,0.40582655826558267,26,0,0,257.0
275,0,163,1,0.032764505119453925,0,0,0,1345.0
275,1,163,0,0.0,1,0,0,1345.0
275,2,163,0,0.0,2,0,0,1345.0
275,3,163,1,0.059385665529010236,2,0,0,1334.0
275,4,163,1,0.06348122866894199,2,0,0,1318.0
275,5,163,1,0.09488054607508532,2,0,0,1304.0
275,6,163,0,0.0,3,0,0,1304.0
275,7,163,0,0.0,4,0,0,1304.0
