episode,instance,epsilon,reward,diff,best_action
95,InstancesEx1_200/instance141.txt,0.9084203817511969,3.5038147693469788,-2.1741976017162536,15
96,InstancesEx1_200/instance132.txt,0.9075119613694457,2.7713345110004823,9.102345329481928,15
97,InstancesEx1_200/instance140.txt,0.9066044494080763,4.348521221306129,4.689979273702903,15
98,InstancesEx1_200/instance103.txt,0.9056978449586682,4.933178498906933,3.532286479635083,15
99,InstancesEx1_200/instance130.txt,0.9047921471137096,1.9157580744702747,-0.6789532292406628,15
100,InstancesEx1_200/instance12.txt,0.9038873549665959,4.09519055791053,-4.675619569347771,15
101,InstancesEx1_200/instance100.txt,0.9029834676116293,4.029679979145538,15.242136682331573,15
102,InstancesEx1_200/instance104.txt,0.9020804841440176,3.426408528384062,8.107256650027129,15
103,InstancesEx1_200/instance123.txt,0.9011784036598737,3.307973052518761,-0.3598323807545545,15
104,InstancesEx1_200/instance110.txt,0.9002772252562138,5.271359308190548,1.0308464602901575,15
105,InstancesEx1_200/instance137.txt,0.8993769480309576,4.2291654399647785,8.79386985814715,15
106,InstancesEx1_200/instance0.txt,0.8984775710829266,5.012962139879925,9.106268681322796,15
107,InstancesEx1_200/instance117.txt,0.8975790935118436,2.8811389972708823,3.667460041239083,15
108,InstancesEx1_200/instance106.txt,0.8966815144183318,3.0145799010511727,6.318532356571803,15
109,InstancesEx1_200/instance136.txt,0.8957848329039134,3.3288460960898734,5.584745286992583,15
110,InstancesEx1_200/instance142.txt,0.8948890480710096,2.108574066135557,15.743409309360654,15
111,InstancesEx1_200/instance120.txt,0.8939941590229386,3.5712322788881807,-1.0007410449338408,15
112,InstancesEx1_200/instance10.txt,0.8931001648639156,2.9654900630035477,6.760930259994515,15
113,InstancesEx1_200/instance1.txt,0.8922070646990518,2.601060455896927,1.5032904802346954,15
114,InstancesEx1_200/instance117.txt,0.8913148576343527,2.1325793091078076,-4.749360578892681,15
115,InstancesEx1_200/instance109.txt,0.8904235427767183,3.262961657002558,10.632835657551874,15
116,InstancesEx1_200/instance111.txt,0.8895331192339416,2.710661704340211,2.298016155758134,15
117,InstancesEx1_200/instance13.txt,0.8886435861147077,3.353064916823262,3.853542826865071,15
118,InstancesEx1_200/instance126.txt,0.887754942528593,2.474942604664168,2.946556637647948,15
119,InstancesEx1_200/instance124.txt,0.8868671875860644,2.8616180687413033,-2.187666389419097,15
120,InstancesEx1_200/instance114.txt,0.8859803203984784,4.0770649567357395,8.126384700845847,15
121,InstancesEx1_200/instance11.txt,0.88509434007808,3.005554200388767,11.870059014536716,15
122,InstancesEx1_200/instance115.txt,0.8842092457380019,0.8473779548983962,2.6141254295688063,15
123,InstancesEx1_200/instance106.txt,0.8833250364922639,3.0097202310479174,-9.665109251984308,15
124,InstancesEx1_200/instance13.txt,0.8824417114557717,4.667758168091748,-6.8050439940786625,15
125,InstancesEx1_200/instance100.txt,0.8815592697443159,4.113738414244061,1.4655173983138852,15
126,InstancesEx1_200/instance119.txt,0.8806777104745716,2.790930875902595,20.10038293278736,15
127,InstancesEx1_200/instance129.txt,0.8797970327640969,3.862577120251906,-6.5257418952510235,15
128,InstancesEx1_200/instance14.txt,0.8789172357313328,4.210840111301294,9.461442833469263,15
129,InstancesEx1_200/instance121.txt,0.8780383184956015,2.906427923098333,1.5345996054561213,15
130,InstancesEx1_200/instance137.txt,0.8771602801771059,4.351141402470595,-3.6629090812330185,15
131,InstancesEx1_200/instance12.txt,0.8762831198969288,3.849463476215422,0.743858827625334,15
132,InstancesEx1_200/instance128.txt,0.8754068367770318,3.8656123264893827,5.491301833020144,15
133,InstancesEx1_200/instance103.txt,0.8745314299402548,4.616783951576001,1.2195046890332764,15
134,InstancesEx1_200/instance125.txt,0.8736568985103146,2.63287430085372,22.413056185619347,15
135,InstancesEx1_200/instance106.txt,0.8727832416118043,3.143155981055547,3.625399191132833,15
136,InstancesEx1_200/instance116.txt,0.8719104583701925,1.447511332481584,14.824806826561174,15
137,InstancesEx1_200/instance112.txt,0.8710385479118223,4.896449450023497,13.361165407665098,15
138,InstancesEx1_200/instance13.txt,0.8701675093639105,4.747640469715253,5.507888117477552,15
139,InstancesEx1_200/instance129.txt,0.8692973418545467,3.890424154330538,5.2168835621369345,15
140,InstancesEx1_200/instance114.txt,0.8684280445126921,4.076750116753161,1.8538418583150502,15
141,InstancesEx1_200/instance137.txt,0.8675596164681794,3.9704275241734015,5.0961283555866705,15
142,InstancesEx1_200/instance130.txt,0.8666920568517111,1.9051978330933288,6.335168097528143,15
143,InstancesEx1_200/instance129.txt,0.8658253647948594,3.788424543328536,-6.599894472174394,15
144,InstancesEx1_200/instance126.txt,0.8649595394300645,2.974942684137028,6.067279100381535,15
145,InstancesEx1_200/instance104.txt,0.8640945798906344,3.4540916175036847,-7.815090587696511,15
146,InstancesEx1_200/instance137.txt,0.8632304853107438,4.246943572513358,-6.950897118099435,15
147,InstancesEx1_200/instance110.txt,0.862367254825433,4.676091547709011,1.5496014315896263,15
148,InstancesEx1_200/instance104.txt,0.8615048875706075,3.747245653355406,5.164310439312743,15
149,InstancesEx1_200/instance114.txt,0.8606433826830369,4.6839588061086035,2.8659773245564795,15
150,InstancesEx1_200/instance107.txt,0.8597827393003539,2.94859656173702,-10.278744136505168,15
151,InstancesEx1_200/instance106.txt,0.8589229565610536,3.042934633246709,-3.2219574680411327,15
152,InstancesEx1_200/instance120.txt,0.8580640336044925,3.1013004631312744,-2.025576367923413,15
153,InstancesEx1_200/instance141.txt,0.857205969570888,3.878459664731953,-7.547845152467755,15
154,InstancesEx1_200/instance124.txt,0.8563487636013172,3.4938417480305612,4.550422649176497,15
155,InstancesEx1_200/instance12.txt,0.8554924148377159,1.4330386074503054,1.8025934847314944,15
156,InstancesEx1_200/instance132.txt,0.8546369224228781,3.4760976453210595,6.378460468807388,15
157,InstancesEx1_200/instance118.txt,0.8537822855004553,2.521623463816924,20.285806508250516,15
158,InstancesEx1_200/instance129.txt,0.8529285032149548,4.046738749870903,1.5749641717764202,15
159,InstancesEx1_200/instance113.txt,0.8520755747117399,2.844273657088876,3.378374487643838,15
160,InstancesEx1_200/instance132.txt,0.8512234991370281,3.303667857560668,1.608309223565612,15
161,InstancesEx1_200/instance116.txt,0.8503722756378911,5.505548657517131,1.2008473292395427,15
162,InstancesEx1_200/instance132.txt,0.8495219033622532,3.4668918788021488,1.6729955613201541,15
163,InstancesEx1_200/instance113.txt,0.8486723814588909,2.924727098677487,-0.00033770349231287966,15
164,InstancesEx1_200/instance138.txt,0.847823709077432,3.318184699162044,-4.403298054591618,15
165,InstancesEx1_200/instance117.txt,0.8469758853683546,2.869954682384153,-3.7145637502330344,15
166,InstancesEx1_200/instance141.txt,0.8461289094829862,3.4622592176591023,-2.21575315340413,15
167,InstancesEx1_200/instance111.txt,0.8452827805735033,2.863814118620605,-2.9835169284375005,15
168,InstancesEx1_200/instance103.txt,0.8444374977929298,4.353490623543553,7.484779628823094,15
169,InstancesEx1_200/instance104.txt,0.8435930602951368,3.4540916175036847,-4.833235195240456,15
170,InstancesEx1_200/instance127.txt,0.8427494672348417,4.526323913849054,3.308160661972223,15
171,InstancesEx1_200/instance12.txt,0.8419067177676068,4.0411067901629805,-0.4960264266949297,15
172,InstancesEx1_200/instance141.txt,0.8410648110498392,3.937651433204868,1.3112743274919776,15
173,InstancesEx1_200/instance104.txt,0.8402237462387894,3.445445099950895,2.5376851354848,15
174,InstancesEx1_200/instance105.txt,0.8393835224925505,4.311902945043979,9.035590593817172,15
175,InstancesEx1_200/instance139.txt,0.838544138970058,5.693520852379007,9.691726752571267,15
176,InstancesEx1_200/instance115.txt,0.8377055948310879,3.6310751617179537,0.4703347861991549,15
177,InstancesEx1_200/instance137.txt,0.8368678892362568,4.246943576487001,-6.950897114125792,15
178,InstancesEx1_200/instance13.txt,0.8360310213470206,4.6932768636051545,-3.497128028362619,15
179,InstancesEx1_200/instance138.txt,0.8351949903256736,3.1658836297817547,3.268454625470193,15
180,InstancesEx1_200/instance113.txt,0.8343597953353479,2.8605614945629547,-0.06450330760684508,15
181,InstancesEx1_200/instance100.txt,0.8335254355400126,4.1097311819086215,4.403779431630149,15
182,InstancesEx1_200/instance14.txt,0.8326919101044725,4.005836986208679,-1.3711728824131475,15
183,InstancesEx1_200/instance120.txt,0.831859218194368,3.6413487151960395,-5.3471308990617725,15
184,InstancesEx1_200/instance127.txt,0.8310273589761736,4.8577373653167255,-4.59796827738347,15
185,InstancesEx1_200/instance11.txt,0.8301963316171974,3.528116362268378,1.6733664442843694,15
186,InstancesEx1_200/instance131.txt,0.8293661352855802,3.4421577949061968,-7.775955150650444,15
187,InstancesEx1_200/instance123.txt,0.8285367691502946,3.387565595512881,7.590953332787051,15
188,InstancesEx1_200/instance136.txt,0.8277082323811443,4.518437186559654,8.960641661962487,15
189,InstancesEx1_200/instance126.txt,0.8268805241487632,3.0138747149627982,7.08613700210269,15
190,InstancesEx1_200/instance134.txt,0.8260536436246144,2.449839296686675,-0.42012005771395966,15
191,InstancesEx1_200/instance107.txt,0.8252275899809898,2.237376932505633,0.4141683620252863,15
192,InstancesEx1_200/instance0.txt,0.8244023623910088,5.011515423889223,10.282948777313296,15
193,InstancesEx1_200/instance106.txt,0.8235779600286178,2.899639218004196,-9.77519026502803,15
194,InstancesEx1_200/instance142.txt,0.8227543820685892,5.144461672931399,-4.124851185650144,15
195,InstancesEx1_200/instance101.txt,0.8219316276865206,2.2189940104389154,4.332676042070386,15
196,InstancesEx1_200/instance130.txt,0.8211096960588341,1.915243777000616,-4.051080552375605,15
197,InstancesEx1_200/instance119.txt,0.8202885863627752,3.3651016093757473,6.127382073548111,15
198,InstancesEx1_200/instance115.txt,0.8194682977764125,3.493013425222642,6.148664517751939,15
199,InstancesEx1_200/instance100.txt,0.818648829478636,4.022651463011912,-2.2114836878975117,15
200,InstancesEx1_200/instance117.txt,0.8178301806491574,2.772272250050525,3.5585932940187255,15
201,InstancesEx1_200/instance105.txt,0.8170123504685082,4.30808546442082,-7.166638351497149,15
202,InstancesEx1_200/instance100.txt,0.8161953381180397,4.119262246883119,7.955534963405336,15
203,InstancesEx1_200/instance14.txt,0.8153791427799216,4.095781899815749,2.315018988972853,15
204,InstancesEx1_200/instance125.txt,0.8145637636371417,2.657462944844543,3.410016825059234,15
205,InstancesEx1_200/instance10.txt,0.8137491998735046,3.2184463494718583,5.245983933776667,15
206,InstancesEx1_200/instance109.txt,0.812935450673631,3.8496854433917207,-1.6216380467511016,15
207,InstancesEx1_200/instance131.txt,0.8121225152229574,3.4352077531576835,5.905209450697967,15
208,InstancesEx1_200/instance141.txt,0.8113103927077344,3.944353423173486,4.959029755647241,15
209,InstancesEx1_200/instance101.txt,0.8104990823150267,1.6850264963396615,-2.6562191549054557,15
210,InstancesEx1_200/instance133.txt,0.8096885832327116,3.0418007278864927,1.7565870190089292,15
211,InstancesEx1_200/instance11.txt,0.8088788946494789,3.05332588417106,-0.19558358924812946,15
212,InstancesEx1_200/instance118.txt,0.8080700157548294,2.7599808796282623,-0.11218718448916931,15
213,InstancesEx1_200/instance116.txt,0.8072619457390746,5.439171939920296,6.898588925432076,15
214,InstancesEx1_200/instance126.txt,0.8064546837933355,3.0070145978452345,4.223697747183003,15
215,InstancesEx1_200/instance138.txt,0.8056482291095421,4.016554404201858,0.650259066524856,15
216,InstancesEx1_200/instance102.txt,0.8048425808804326,4.192136218053709,0.48103182504833786,15
217,InstancesEx1_200/instance110.txt,0.8040377382995522,5.295018533059482,6.60406122524393,15
218,InstancesEx1_200/instance139.txt,0.8032337005612527,5.545624993379054,2.0293252688001964,15
219,InstancesEx1_200/instance11.txt,0.8024304668606914,3.3450376713046515,2.3144131624469244,15
220,InstancesEx1_200/instance120.txt,0.8016280363938307,2.9281647975389973,4.878640132660152,15
221,InstancesEx1_200/instance139.txt,0.8008264083574369,4.583490433532685,4.324968072015732,15
222,InstancesEx1_200/instance0.txt,0.8000255819490795,4.964535754159354,6.697752397492789,15
223,InstancesEx1_200/instance102.txt,0.7992255563671304,3.6009202499962534,2.399111320552894,15
224,InstancesEx1_200/instance133.txt,0.7984263308107633,3.707179950076357,-0.6776901022612893,15
225,InstancesEx1_200/instance122.txt,0.7976279044799526,4.409424469430583,5.5858387207580975,15
226,InstancesEx1_200/instance141.txt,0.7968302765754727,3.8095800524450674,0.02277203852905174,15
227,InstancesEx1_200/instance134.txt,0.7960334462988972,2.4362622299948016,0.7117770710745135,15
228,InstancesEx1_200/instance133.txt,0.7952374128525983,3.5366423074384685,-0.8750240858415608,15
229,InstancesEx1_200/instance111.txt,0.7944421754397457,3.4267953862732963,2.2320021619385795,15
230,InstancesEx1_200/instance115.txt,0.7936477332643059,2.0799175402679086,0.42831229181667574,15
231,InstancesEx1_200/instance125.txt,0.7928540855310416,3.4161889834341914,4.613906530850878,15
232,InstancesEx1_200/instance115.txt,0.7920612314455105,4.177295320631129,4.540597909093958,15
233,InstancesEx1_200/instance113.txt,0.7912691702140651,2.889233848094189,3.4203734006874202,15
234,InstancesEx1_200/instance102.txt,0.790477901043851,4.065624103846759,0.4922116854812808,15
235,InstancesEx1_200/instance138.txt,0.7896874231428072,3.82079927216247,0.6212739158697453,15
236,InstancesEx1_200/instance131.txt,0.7888977357196644,3.627059515839013,1.8910445536426628,15
237,InstancesEx1_200/instance14.txt,0.7881088379839447,4.020586045252422,5.704076083170513,15
238,InstancesEx1_200/instance13.txt,0.7873207291459607,4.639066959729168,0.37639310490128697,15
239,InstancesEx1_200/instance101.txt,0.7865334084168147,2.2374719589455885,4.606897017310457,15
240,InstancesEx1_200/instance124.txt,0.7857468750083979,3.4690500146066925,5.1702440625345485,15
241,InstancesEx1_200/instance118.txt,0.7849611281333895,3.007291028575093,1.338877508715779,15
242,InstancesEx1_200/instance137.txt,0.784176167005256,4.24694358840793,-0.4892133520522748,15
243,InstancesEx1_200/instance121.txt,0.7833919908382508,2.894837867473689,-2.053345669055852,15
244,InstancesEx1_200/instance137.txt,0.7826085988474126,3.7470188035046323,6.512962092307733,15
245,InstancesEx1_200/instance129.txt,0.7818259902485653,3.856814410665706,1.8754495644361526,15
246,InstancesEx1_200/instance108.txt,0.7810441642583167,5.1774324965062215,1.795149524170406,15
247,InstancesEx1_200/instance125.txt,0.7802631200940584,2.7279456292982998,-2.407159980595499,15
248,InstancesEx1_200/instance122.txt,0.7794828569739644,4.395748495503884,4.221066906496507,15
249,InstancesEx1_200/instance12.txt,0.7787033741169904,4.071231163614519,1.184675968759783,15
250,InstancesEx1_200/instance114.txt,0.7779246707428734,4.746674400082399,2.4059167916687025,15
251,InstancesEx1_200/instance13.txt,0.7771467460721305,3.367781956093029,-1.3609420467451057,29
252,InstancesEx1_200/instance126.txt,0.7763695993260584,2.9749426881106706,-2.353085513946214,15
253,InstancesEx1_200/instance124.txt,0.7755932297267324,-2.0,0.518927812576294,15
254,InstancesEx1_200/instance108.txt,0.7748176364970056,2.7185098336331324,-0.40283020275907955,15
255,InstancesEx1_200/instance135.txt,0.7740428188605086,2.38405140906283,-3.777647409143957,29
256,InstancesEx1_200/instance140.txt,0.7732687760416481,4.33096893690646,-0.7078317794936861,15
257,InstancesEx1_200/instance130.txt,0.7724955072656065,2.3949949726248816,2.2813253462101057,15
258,InstancesEx1_200/instance109.txt,0.7717230117583408,3.8635360590169725,0.8902654043386278,15
259,InstancesEx1_200/instance135.txt,0.7709512887465825,2.864962154540853,7.734302097472982,29
260,InstancesEx1_200/instance120.txt,0.7701803374578359,3.4033250446816146,-0.03563264651101239,15
261,InstancesEx1_200/instance119.txt,0.7694101571203781,3.8625988443979793,8.275237031806427,15
262,InstancesEx1_200/instance111.txt,0.7686407469632577,2.5829770173568987,5.200267275764491,15
263,InstancesEx1_200/instance117.txt,0.7678721062162944,2.5919701423313124,-0.042172018084337015,15
264,InstancesEx1_200/instance14.txt,0.7671042341100781,3.9945182569782114,3.1773184903423166,29
265,InstancesEx1_200/instance14.txt,0.766337129875968,4.2260480973382295,0.734073028292209,29
266,InstancesEx1_200/instance142.txt,0.7655707927460921,5.109622626929965,1.9481770092541835,15
267,InstancesEx1_200/instance131.txt,0.764805221953346,3.4414700303581673,5.465484741738172,15
268,InstancesEx1_200/instance130.txt,0.7640404167313927,1.9157580744702747,7.17367261762213,29
269,InstancesEx1_200/instance122.txt,0.7632763763146613,4.561412466553742,6.608813894776398,15
270,InstancesEx1_200/instance122.txt,0.7625130999383466,4.395748495503884,4.476419217332822,15
271,InstancesEx1_200/instance134.txt,0.7617505868384082,2.7486788182923414,0.2803284078309156,15
272,InstancesEx1_200/instance122.txt,0.7609888362515699,4.409424469430583,7.407281563241618,15
273,InstancesEx1_200/instance114.txt,0.7602278474153183,4.076750116753161,1.4999771885152455,15
274,InstancesEx1_200/instance119.txt,0.759467619567903,3.3641095752953882,7.873107015633523,27
275,InstancesEx1_200/instance139.txt,0.7587081519483351,5.659757133773965,3.7416996920625394,27
276,InstancesEx1_200/instance109.txt,0.7579494437963867,3.262961657002558,9.393768103077997,15
277,InstancesEx1_200/instance100.txt,0.7571914943525904,3.994851908571718,7.985967240221498,29
278,InstancesEx1_200/instance13.txt,0.7564343028582378,3.344213123218731,-3.5717352677419623,29
279,InstancesEx1_200/instance101.txt,0.7556778685553796,2.161259955697727,-3.737285786337185,29
280,InstancesEx1_200/instance109.txt,0.7549221906868242,3.0756347682815672,9.947498133454907,27
281,InstancesEx1_200/instance127.txt,0.7541672684961374,4.842572952324838,1.5376262913293548,29
282,InstancesEx1_200/instance116.txt,0.7534131012276413,3.401198308928801,-2.4361468143622145,29
283,InstancesEx1_200/instance1.txt,0.7526596881264136,3.0734113494586652,-4.246581669645339,27
284,InstancesEx1_200/instance123.txt,0.7519070284382872,3.3576715415768765,7.860946936016574,27
285,InstancesEx1_200/instance12.txt,0.7511551214098489,3.1787908970682204,5.043542593654829,29
286,InstancesEx1_200/instance118.txt,0.750403966288439,2.9336843545063105,1.2339340502842036,27
